artifact	claim_id	role	evidence_status	paper_use
haetae-topdown-easycrypt/post-freeze/VerifyChallengeM23TailCanonicalPostFreeze.ec	C2-CHALLENGE-MODEL	theory	PROVED-WITH-BOUNDARY	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyChallengeM23TailWeightPostFreeze.ec	C2-CHALLENGE-MODEL	theory	PROVED-WITH-BOUNDARY	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyChallengeM23TailXofSamplerPostFreeze.ec	C2-CHALLENGE-MODEL	theory	PROVED-WITH-BOUNDARY	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyChallengeM23UniformFlatSamplerPostFreeze.ec	C2-CHALLENGE-MODEL	theory	PROVED-WITH-BOUNDARY	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyChallengeM23UniformRoundsPostFreeze.ec	C2-CHALLENGE-MODEL	theory	PROVED-WITH-BOUNDARY	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyChallengeM23UniformSamplerBridgePostFreeze.ec	C2-CHALLENGE-MODEL	theory	PROVED-WITH-BOUNDARY	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyChallengeM23UniformSubsetPostFreeze.ec	C2-CHALLENGE-MODEL	theory	PROVED-WITH-BOUNDARY	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyChallengeM23WeightPostFreeze.ec	C2-CHALLENGE-MODEL	theory	PROVED-WITH-BOUNDARY	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyChallengeM23XofRandomnessBoundaryPostFreeze.ec	C2-CHALLENGE-MODEL	theory	PROVED-WITH-BOUNDARY	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyChallengeM23XofSamplerCardinalityPostFreeze.ec	C2-CHALLENGE-MODEL	theory	PROVED-WITH-BOUNDARY	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyChallengeM23XofSamplerSpecPostFreeze.ec	C2-CHALLENGE-MODEL	theory	PROVED-WITH-BOUNDARY	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyCrtFreezeMode2PostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyHbzDecodeCanonicalPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyHbzRansSuccessCanonicalPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyMatrixCrtCompositionPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyMatrixCrtDirectRawPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyMatrixCrtPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyMatrixCrtRawBoundaryPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyMatrixCrtV4PostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyPrepareZ1BoundPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyPrepareZ1RawBoundaryPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyRecoverNormRawBoundaryPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifySignaturePrefixCanonicalPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifySignatureUnpackPrepareMatrixCrtRawCompositionPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifySignatureUnpackPrepareMatrixCrtRecoverNormRawCompositionPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifySignatureUnpackPrepareMatrixCrtRecoverNormTailRawCompositionPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifySignatureUnpackRawBoundaryPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyTailRawBoundaryPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackMatrixCrtRawCompositionPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackPrepareMatrixCrtRawCompositionPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackV3AssemblyPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackV3ExpandBoundsPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackV3FullPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackV3MatDoubleBoundsPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackV3MatrixProfilePostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackV3NttBound17PostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackV3NttInstallPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackV3NttPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackV3NttTightBoundPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackV3PaperAlgebraPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackV3PostDecodeThroughNttPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackV3PreNttBoundPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackV3PreNttPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackV3PreNttTightBoundPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackV3RawBoundaryPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackV3SourceBoundPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackV3ThroughNttPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackVkM23BoundsPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
haetae-topdown-easycrypt/post-freeze/VerifyUnpackVkM23CoefficientsPostFreeze.ec	C1-FAITHFUL-REFINEMENT	theory	PROVED-SLICE	HEADLINE-WITH-LEDGER-BOUNDARY
